0,900.000000,0.000012
10,9067.562470,0.000012
20,9471.449893,0.000013
30,10264.349757,0.000015
40,11420.320113,0.000018
50,12903.142571,0.000020
60,14668.844130,0.000021
70,16668.519358,0.000023
80,18851.148087,0.000024
90,21166.150754,0.000026
100,23565.500653,0.000029
110,26005.299418,0.000033
120,28446.801602,0.000037
130,30856.935364,0.000042
140,33208.404422,0.000048
150,35479.472668,0.000054
160,37653.532861,0.000061
170,39718.548571,0.000067
180,41666.441588,0.000075
190,43492.478205,0.000082
200,45194.690421,0.000089
210,46773.352956,0.000097
220,48230.526824,0.000104
230,49569.671262,0.000111
240,50795.321644,0.000118
250,51912.827031,0.000125
260,52928.139869,0.000132
270,53847.649253,0.000139
280,54678.048243,0.000146
290,55426.225652,0.000153
300,56099.172187,0.000160
310,56703.891492,0.000167
320,57247.308271,0.000174
330,57736.168523,0.000182
340,58176.931998,0.000189
350,58575.661027,0.000196
360,58937.914429,0.000204
370,59268.656931,0.000212
380,59572.194288,0.000221
390,59852.139916,0.000230
400,60111.415429,0.000240
410,60352.283177,0.000249
420,60576.405570,0.000259
430,60784.925304,0.000269
440,60978.559640,0.000278
450,61157.702155,0.000286
460,61322.525441,0.000294
470,61473.078244,0.000301
480,61609.372032,0.000307
490,61731.452106,0.000313
500,61839.450943,0.000319
510,61933.623147,0.000324
520,62014.362866,0.000330
530,62082.205897,0.000336
540,62137.819518,0.000342
550,62181.983655,0.000348
560,62215.566505,0.000353
570,62239.497710,0.000359
580,62254.742021,0.000364
590,62262.275887,0.000369
600,62263.069130,0.000374
610,62258.072885,0.000378
620,62248.213516,0.000382
630,62234.390986,0.000388
640,62217.478938,0.000394
650,62198.323703,0.000401
660,62177.740332,0.000407
670,62156.506211,0.000414
680,62135.355157,0.000422
690,62114.976027,0.000429
700,62096.018734,0.000437
710,62079.107797,0.000444
720,62064.856826,0.000451
730,62053.871725,0.000458
740,62046.727409,0.000464
750,62043.906157,0.000470
760,62045.696508,0.000475
770,62052.069436,0.000480
780,62062.564936,0.000486
790,62076.228390,0.000493
800,62091.628584,0.000499
810,62106.965940,0.000506
820,62120.251639,0.000513
830,62129.518460,0.000520
840,62133.018858,0.000528
850,62129.376317,0.000535
860,62117.674072,0.000542
870,62097.482686,0.000550
880,62068.838744,0.000557
890,62032.191558,0.000564
900,61988.333491,0.000571
910,61938.324980,0.000579
920,61883.422307,0.000587
930,61825.012410,0.000597
940,61764.556869,0.000608
950,61703.546755,0.000619
960,61643.467826,0.000631
970,61585.774149,0.000643
980,61531.866170,0.000654
990,61483.066953,0.000664
1000,61440.590167,0.000673
1010,61405.495235,0.000681
1020,61378.629072,0.000689
1030,61360.559920,0.000698
1040,61351.515128,0.000707
1050,61351.336863,0.000716
1060,61359.468668,0.000724
1070,61374.979697,0.000733
1080,61396.625525,0.000741
1090,61422.937189,0.000749
1100,61452.324897,0.000758
1110,61483.183234,0.000765
1120,61513.986475,0.000773
1130,61543.366534,0.000780
1140,61570.169602,0.000787
1150,61593.490061,0.000793
1160,61612.681814,0.000800
1170,61627.349515,0.000807
1180,61637.322652,0.000814
1190,61642.616854,0.000821
1200,61643.387351,0.000829
1210,61639.880236,0.000836
1220,61632.387008,0.000845
1230,61621.208216,0.000852
1240,61606.631889,0.000860
1250,61588.931647,0.000867
1260,61568.388184,0.000874
1270,61545.333499,0.000881
1280,61520.211680,0.000888
1290,61493.643084,0.000896
1300,61466.472091,0.000904
1310,61439.775467,0.000914
1320,61414.811614,0.000924
1330,61392.903004,0.000934
1340,61375.262905,0.000944
1350,61362.799197,0.000954
1360,61355.942398,0.000965
1370,61354.545678,0.000976
1380,61357.887393,0.000988
1390,61364.777472,0.001001
1400,61373.740415,0.001013
1410,61383.229574,0.001026
1420,61391.825795,0.001039
1430,61398.385105,0.001053
1440,61402.118736,0.001068
1450,61402.606067,0.001083
1460,61399.753340,0.001098
1470,61393.717911,0.001113
1480,61384.818466,0.001127
1490,61373.449526,0.001140
1500,61360.013031,0.001154
1510,61344.873597,0.001167
1520,61328.338105,0.001180
1530,61310.655314,0.001193
1540,61292.028323,0.001205
1550,61272.632143,0.001217
1560,61252.630116,0.001229
1570,61232.184763,0.001241
1580,61211.460204,0.001252
1590,61190.616143,0.001262
1600,61169.794380,0.001270
1610,61149.100277,0.001279
1620,61128.582658,0.001288
1630,61108.216422,0.001297
1640,61087.892806,0.001307
1650,61067.421183,0.001317
1660,61046.545035,0.001327
1670,61024.972458,0.001338
1680,61002.418973,0.001347
1690,60978.657767,0.001357
1700,60953.570966,0.001365
1710,60927.194216,0.001373
1720,60899.747481,0.001381
1730,60871.646073,0.001388
1740,60843.489361,0.001393
1750,60816.026905,0.001399
1760,60790.106091,0.001403
1770,60766.608513,0.001407
1780,60746.384616,0.001410
1790,60730.196699,0.001412
1800,60718.678094,0.001416
1810,60712.312895,0.001419
1820,60711.436249,0.001423
1830,60716.250135,0.001427
1840,60726.847048,0.001431
1850,60743.233233,0.001437
1860,60765.344992,0.001444
1870,60793.054646,0.001450
1880,60826.166672,0.001458
1890,60864.407215,0.001468
1900,60907.411759,0.001480
1910,60954.715397,0.001493
1920,61005.747802,0.001507
1930,61059.833416,0.001521
1940,61116.195437,0.001535
1950,61173.962558,0.001550
1960,61232.178403,0.001565
1970,61289.815508,0.001582
1980,61345.796307,0.001599
