0,507
0.00148974,507
0.00297949,507
0.00446923,513
0.00595898,513
0.00744872,516
0.00893847,516
0.0104282,517
0.011918,518
0.0134077,521
0.0148974,523
0.0163872,525
0.0178769,527
0.0193667,527
0.0208564,530
0.0223462,531
0.0238359,533
0.0253257,534
0.0268154,534
0.0283051,535
0.0297949,536
0.0312846,536
0.0327744,540
0.0342641,541
0.0357539,541
0.0372436,542
0.0387333,545
0.0402231,547
0.0417128,548
0.0432026,548
0.0446923,550
0.0461821,551
0.0476718,551
0.0491616,553
0.0506513,554
0.052141,557
0.0536308,559
0.0551205,560
0.0566103,561
0.0581,563
0.0595898,567
0.0610795,567
0.0625693,568
0.064059,570
0.0655487,571
0.0670385,574
0.0685282,579
0.070018,583
0.0715077,586
0.0729975,591
0.0744872,142
0.075977,142
0.0774667,143
0.0789564,141
0.0804462,142
0.0819359,144
0.0834257,143
0.0849154,144
0.0864052,142
0.0878949,145
0.0893847,144
0.0908744,142
0.0923641,143
0.0938539,144
0.0953436,142
0.0968334,141
0.0983231,141
0.0998129,141
0.101303,139
0.102792,138
0.104282,137
0.105772,136
0.107262,138
0.108751,141
0.110241,143
0.111731,142
0.113221,144
0.11471,144
0.1162,144
0.11769,145
0.11918,145
0.120669,144
0.122159,145
0.123649,147
0.125139,145
0.126628,143
0.128118,145
0.129608,147
0.131097,151
0.132587,151
0.134077,151
0.135567,150
0.137056,150
0.138546,152
0.140036,150
0.141526,149
0.143015,148
0.144505,147
0.145995,148
0.147485,150
0.148974,151
0.150464,152
0.151954,154
0.153444,150
0.154933,150
0.156423,148
0.157913,148
0.159403,148
0.160892,147
0.162382,144
0.163872,144
0.165362,142
0.166851,140
0.168341,141
0.169831,140
0.171321,141
0.17281,143
0.1743,143
0.17579,145
0.17728,145
0.178769,145
0.180259,145
0.181749,142
0.183239,141
0.184728,141
0.186218,143
0.187708,142
0.189198,141
0.190687,144
0.192177,144
0.193667,143
0.195156,144
0.196646,147
0.198136,146
0.199626,147
0.201115,146
0.202605,144
0.204095,145
0.205585,144
0.207074,142
0.208564,142
0.210054,142
0.211544,141
0.213033,140
0.214523,140
0.216013,137
0.217503,132
0.218992,129
0.220482,127
0.221972,123
0.223462,122
0.224951,124
0.226441,124
0.227931,125
0.229421,122
0.23091,123
0.2324,125
0.23389,126
0.23538,127
0.236869,124
0.238359,124
0.239849,124
0.241339,124
0.242828,122
0.244318,125
0.245808,125
0.247298,127
0.248787,127
0.250277,128
0.251767,130
0.253257,133
0.254746,133
0.256236,130
0.257726,128
0.259215,125
0.260705,129
0.262195,128
0.263685,130
0.265174,129
0.266664,127
0.268154,129
0.269644,131
0.271133,130
0.272623,130
0.274113,133
0.275603,134
0.277092,132
0.278582,130
0.280072,125
0.281562,125
0.283051,124
0.284541,125
0.286031,125
0.287521,121
0.28901,122
0.2905,122
0.29199,122
0.29348,122
0.294969,121
0.296459,121
0.297949,120
0.299439,121
0.300928,120
0.302418,118
0.303908,118
0.305398,117
0.306887,117
0.308377,117
0.309867,117
0.311357,118
0.312846,117
0.314336,117
0.315826,118
0.317316,117
0.318805,116
0.320295,114
0.321785,111
0.323274,112
0.324764,111
0.326254,113
0.327744,112
0.329233,112
0.330723,113
0.332213,113
0.333703,113
0.335192,110
0.336682,110
0.338172,109
0.339662,106
0.341151,106
0.342641,105
0.344131,103
0.345621,100
0.34711,99
0.3486,99
0.35009,97
0.35158,98
0.353069,97
0.354559,99
0.356049,99
0.357539,96
0.359028,98
0.360518,99
0.362008,100
0.363498,101
0.364987,105
0.366477,106
0.367967,105
0.369457,104
0.370946,105
0.372436,106
0.373926,105
0.375416,104
0.376905,104
0.378395,105
0.379885,103
0.381375,102
0.382864,101
0.384354,101
0.385844,102
0.387333,101
0.388823,103
0.390313,101
0.391803,103
0.393292,100
0.394782,103
0.396272,102
0.397762,101
0.399251,101
0.400741,99
0.402231,96
0.403721,96
0.40521,98
0.4067,97
0.40819,99
0.40968,96
0.411169,97
0.412659,95
0.414149,95
0.415639,97
0.417128,96
0.418618,94
0.420108,95
0.421598,93
0.423087,91
0.424577,90
0.426067,90
0.427557,90
0.429046,89
0.430536,89
0.432026,88
0.433516,85
0.435005,85
